lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
maigrir,"5,7","2,81",B1,,,,,,,,,,,,,,,
manier,"5,7","0,61",C1,,,,,,,,,,,,,,,
charmer,"5,69",0,C1,,,,,,,,,,,,,,,
masser,"5,69",0,B1,,,,,,,,,,,,,X,,
dégonfler,"5,64",0,B2,,,,,,,,,,,,,,,
contribuer,"5,63","0,14",B2,,,,,,,,,,,,,,,
hâter,"5,63","0,1",C1,,,,,,,,,,,,,,,
sceller,"5,62","0,02",C1,,,,,,,,,,X,,,,,
intriguer,"5,58","0,02",C1,,,,,,,,,,,,,,,
refléter,"5,57","2,89",C1,,,,,,,,,,,,,,,
couronner,"5,56","0,14",C1,,,,,,,,,,,,,,,X
renifler,"5,56",0,C1,,,,,,,,,,,,,,,
accabler,"5,55","0,14",C1,,,,,,,,,,,,,,,
fouiner,"5,54","0,02",C1,,,,,,,,,,,,,,,
sombrer,"5,51","0,53",C1,,,,,,,,,,,,,,,
chuter,"5,5","0,02",C1,,,,,,,,,,,,,,,
motiver,"5,5",0,B1,,,,,,,,,,,,,,,
rhabiller,"5,5",0,B1,,,,,,,,,,,,,,,
méditer,"5,49","0,01",B2,,,,,,,,,,,,,,,
relaxer,"5,48",0,B1,,,,,,,,,,,,,,,
purger,"5,46","1,3",C1,,,,,,,,,,,X,,,,
simuler,"5,46","0,14",B2,,,,,,,,,,,,,,,
déterrer,"5,44","0,04",B2,,,,,,,,,,,,,,,
avorter,"5,43","0,01",B1,,,,,,,,,,,,,,,
jaffer,"5,41","0,79",C1,,,,,,,,,,,,,,,
pondre,"5,41","1,18",C1,,,,,,,,,,,,,,,
brandir,"5,4","1,08",C1,,,,,,,,,,,,,,,
gazer,"5,39","0,02",B2,,,,,,,,,,,,,,,
survoler,"5,38","0,01",C1,,,,,,,,,,,,,,,
démerder,"5,37",0,C1,,,,,,,,,,,,,,,
ramer,"5,37","0,03",C1,,,,,,,,,,,,,,,
peloter,"5,36","0,1",C1,,,,,,,,,,,,,,,
rendormir,"5,36","0,12",B1,,,,,,,,,,,,,,,
aboutir,"5,34","1,24",C1,,,,,,,,,,,,,,,
blanchir,"5,34","1,09",B1,,,,,,,,,,,,,,,
culpabiliser,"5,34","0,35",B2,,,,,,,,,,,,,,,
corrompre,"5,32","0,02",B2,,,,,,,,,,,,,,,
reporter,"5,32","0,03",B1,,,,,,,X,,,,,,,,
neutraliser,"5,31","0,01",B2,,,,,,,,,,,,,,,
réessayer,"5,3","0,75",B1,,,,,,,,,,,,,,,
acquitter,"5,29",0,B2,,,,,,,,,,,,,,,
basculer,"5,29","0,22",B2,,,,,,,,,,,,,,,
endommager,"5,28",0,B2,,,,,,,,,,,,,,,
poindre,"5,28","0,11",C1,,,,,,,,,,,,,,,
dealer,"5,27","0,01",B2,,,,,,,,,,,,,,,
prolonger,"5,27","0,99",B1,,,,,,,,,,,,,,,
pomper,"5,24",0,C1,,,,,,,,,,,,,,,
taquiner,"5,24",0,C1,,,,,,,,,,,,,,,
croquer,"5,23",0,B1,,,,,,,,,,,,,,,
envelopper,"5,21","0,17",B2,,,,,,,,,,,,,,,
agenouiller,"5,2","0,03",C1,,,,,,,,,,,,,,,
chuchoter,"5,2","0,01",B2,,,,,,,,,,,,,,,
gaffer,"5,2",0,C1,,,,,,,,,,,,,,,
rajeunir,"5,2","1,1",B2,,,,,,,,,,,,,,,
hospitaliser,"5,19","1,46",B1,,,,,,,,,,,,,X,,
accourir,"5,17","0,04",C1,,,,,,,,,,,,,,,
ménager,"5,12","1,07",C1,,,,,,,,,,,,,,,
bouder,"5,11","0,01",C1,,,,,,,,,,,,,,,
bagarrer,"5,1","0,05",B2,,,,,,,,,,,,,,,
bondir,"5,1","0,91",C1,,,,,,,,,,,,,,,
bronzer,"5,1",0,A2,,,,,X,,,,,,,,,,
dénicher,"5,07","0,02",C1,,,,,,,,,,,,,,,
résonner,"5,07","0,24",C1,,,,,,,,,,,,,,,
repeindre,"5,05",0,B1,,,,,,,,,,,,,,,
manigancer,"5,03","0,92",C1,,,,,,,,,,,,,,,
scier,"5,01","0,01",B1,,,,,,,,,,X,,,,,
mâcher,5,0,B1,,,,,,,,,,,,,,,
léguer,"4,98","1,47",C1,,,,,,,,,,,,,,,
désactiver,"4,96","0,4",B1,,,,,,,,,,,,,,,
égaler,"4,96","0,02",C1,,,,,,,,,,,,,,,
épater,"4,96",0,B2,,,,,,,,,,,,,,,
dégainer,"4,95","0,01",C1,,,,,,,,,,,,,,,
relancer,"4,95","1,87",B1,,,,,,X,,X,,,,,,,
résider,"4,95","0,04",A2,,,,,X,,,,,,,,,,
abaisser,"4,93",0,C1,,,,,,,,,,,,,,,
surnommer,"4,93","0,03",B1,,,,,,,,,,,,,,,
épier,"4,93",0,C1,,,,,,,,,,,,,,,
trébucher,"4,91","0,01",C1,,,,,,,,,,,,,,,
déserter,"4,9","0,01",B2,,,,,,,,,,,,,,,
compléter,"4,89","1,11",A2,,,,,X,,,,,,,,,,
ajuster,"4,88","0,01",B2,,,,,,,,,,,X,,,,
déchiffrer,"4,88",0,B2,,,,,,,,,,,,,,,
escalader,"4,87","0,12",B1,,,,,,,,,,,,,,,X
décréter,"4,86","1,18",B2,,,,,,,,,,,,,,,
survenir,"4,86",0,C1,,,,,,,,,,,,,,,
rallumer,"4,85",0,B1,,,,,,,,,,,,,,,
élargir,"4,85","0,72",C1,,,,,,,,,,,,,,,
contester,"4,84",0,C1,,,,,,,,,,,,,,,
décourager,"4,84","1,13",C1,,,,,,,,,,,,,,,
stabiliser,"4,84","0,01",B2,,,,,,,,,,,,,,,
miner,"4,83","0,17",C1,,,,,,,,,,,,,,,
réapparaître,"4,81","0,21",B2,,,,,,,,,,,,,,,
flamber,"4,8","0,1",C1,,,,,,,,,,,,X,,,
croître,"4,79",0,C1,,,,,,,,,,,,,,,
succomber,"4,79","0,14",C1,,,,,,,,,,,,,,,
duper,"4,77","0,03",C1,,,,,,,,,,,,,,,
gésir,"4,77","0,26",C2,,,,,,,,,,,,,,,
caser,"4,76","0,45",C1,,,,,,,,,,,,,,,
dissiper,"4,76","0,12",C1,,,,,,,,,,,,,,,
dérailler,"4,74",0,C1,,,,,,,,,,,,,,,
vibrer,"4,73",0,B1,,,,,,,,,,,,,,,
intituler,"4,72",0,B2,,,,,,,,,,,,,,,
présider,"4,72","0,14",B1,,,,,,,,,,,,,,,
souligner,"4,72",0,A2,,,,,X,,,,,,,,,,
dévouer,"4,71",0,C1,,,,,,,,,,,,,,,
renouveler,"4,71","0,12",B1,,,,,,,,,,,,,,,
méprendre,"4,7",0,C1,,,,,,,,,,,,,,,
importuner,"4,66",0,C1,,,,,,,,,,,,,,,
pourchasser,"4,66","0,01",C1,,,,,,,,,,,,,,,
révolter,"4,65","0,1",B2,,,,,,,,,,,,,,,
allier,"4,62","0,01",C1,,,,,,,,,,,,,,,
truquer,"4,62",0,B2,,,,,,,,,,,,,,,
stimuler,"4,6",0,B1,,,,,,,,,,,,,,,
compenser,"4,59","0,01",B1,,,,,,,,,,,,,,,
cramer,"4,59",0,C1,,,,,,,,,,,,,,,
peupler,"4,58","0,02",B1,,,,,,,,,,,,,,,
engloutir,"4,57","0,98",B2,,,,,,,,,,,,,,,
répugner,"4,55",0,C1,,,,,,,,,,,,,,,
dépouiller,"4,54","0,03",B2,,,,,,,,,,,,,,,
entretuer,"4,54","0,09",B2,,,,,,,,,,,,,,,
s'abstenir,"4,52",0,C1,,,,,,,,,,,,,,,
persécuter,"4,52",0,C1,,,,,,,,,,,,,,,
épanouir,"4,51","0,26",C1,,,,,,,,,,,,,,,
combiner,"4,5","0,01",B1,,,,,,,,,,,,,,,
divertir,"4,49","0,28",B1,,,,,,,,,,,,,,,
figer,"4,49","1,04",C1,,,,,,,,,,,,,,,
ligoter,"4,49","0,1",C1,,,,,,,,,,,,,,,
flairer,"4,47",0,C1,,,,,,,,,,,,,,,
accumuler,"4,46",0,B1,,,,,,,,,,,,,,,
bercer,"4,46","0,94",C1,,,,,,,,,,,,,,,
damner,"4,46",0,C1,,,,,,,,,,,,,,,
rincer,"4,46","1,29",B1,,,,,,,,,,,,,,,
éjecter,"4,46","0,02",B2,,,,,,,,,,,,,,,
frôler,"4,45","0,03",B1,,,,,,,,,,,,,,,
solliciter,"4,44","0,01",B1,,,,,,,,,,,,,,,
enlacer,"4,42","0,89",C1,,,,,,,,,,,,,,,
transpercer,"4,42","0,82",B2,,,,,,,,,,,,,,,
daigner,"4,41",0,C1,,,,,,,,,,,,,,,
faufiler,"4,41","0,03",C1,,,,,,,,,,,,,,,
esquiver,"4,39","0,01",C1,,,,,,,,,,,,,,,X
trimer,"4,38","0,02",B2,,X,,,,,,,,,,,,,
incendier,"4,37","0,01",B2,,,,,,,,,,,,,,,
attarder,"4,36","0,01",B2,,,,,,,,,,,,,,,
enfouir,"4,3","1,04",C1,,,,,,,,,,,,,,,
diplômer,"4,29","0,16",A2,,,,,,,,,,,,,,,
klaxonner,"4,29","0,03",A2,,,,,X,,,,,,,,,,
orchestrer,"4,29","2,99",B1,,,,,,,,,,,,,,,
dériver,"4,28",0,B2,,,,,,,,,,,,,,,
paumer,"4,27",0,B2,,,,,,,,,,,,,,,
trouer,"4,27",0,B1,,,,,,,,,,,,,,,
crucifier,"4,26","0,01",C1,,,,,,,,,,,,,,,
assigner,"4,25","0,01",B2,,,,,,,,,,,,,,,
succéder,"4,25","0,6",C1,,,,,,,,,,,,,,,
charrier,"4,24","0,26",C1,,,,,,,,,,,,,,,
savourer,"4,24","0,01",B2,,,,,,,,,,,,,,,
indigner,"4,23","0,01",C1,,,,,,,,,,,,,,,
appréhender,"4,22",0,C1,,,,,,,,,,,,,,,
rappliquer,"4,22",0,B2,,,,,,,,,,,,,,,
tatouer,"4,22",0,B1,,,,,,,,,,,,,,,
abréger,"4,21","1,25",B2,,,,,,,,,,,,,,,
déboucher,"4,21","0,01",B2,,,,,,,,,,,X,,,,
interner,"4,21","0,38",B2,,,,,,,,,,,,,,,
caler,"4,19","0,15",B2,,,,,,,,,,,,,,,
gaver,"4,19",0,B2,,,,,,,,,,,,,,,
nécessiter,"4,16","0,01",B1,,,,,,,,,,,,,,,
anticiper,"4,14","0,01",B1,,,,,,,,,,,,,,,
blasphémer,"4,11","0,86",C1,,,,,,,,,,,,,,,
broyer,"4,08","0,74",C1,,,,,,,,,,,,,,,
doter,"4,08",0,C1,,,,,,,,,,,,,,,
sélectionner,"4,08",0,A2,,,,,X,,,,,,,,,,
biper,"4,07","0,01",A2,,,,,X,,,,,,,,,,
mendier,"4,07","0,01",C1,,,,,,,,,,,,,,,
recharger,"4,07","0,81",A2,,,,,X,,,,,,,,,,
reconstituer,"4,05",0,B2,,,,,,,,,,,,,,,
spécialiser,"4,05",0,B1,,,,,,,,,,,,,,,
bricoler,"4,03",0,B1,,,,,,,,,,,,,,,
décamper,"4,02",0,B2,,,,,,,,,,,,,,,
écorcher,"4,02",0,B1,,,,,,,,,,,,,,,
saccager,4,"0,29",B2,,,,,,,,,,,,,,,
mobiliser,"3,99","0,02",B1,,,,,,,,,,,,,,,
chourer,"3,96","3,29",C2,,,,,,,,,,,,,,,
fleurir,"3,95","0,69",B1,,,,,,,,,,,,,,,
tâter,"3,95",0,C2,,,,,,,,,,,,,,,
devancer,"3,94","0,89",C2,,,,,,,,,,,,,,,
dissoudre,"3,94",0,C2,,,,,,,,,,,,,,,
susciter,"3,94","0,12",C1,,,,,,,,,,,,,,,
ensorceler,"3,92",0,C2,,,,,,,,,,,,,,,
expérimenter,"3,92","0,03",B1,,,,,,,,,,,,,,,
orienter,"3,91","0,1",B1,,,,,,,,X,,,,,,,
découverte,"3,9","3,3",C2,,,,,,,,,,,,,,,
entasser,"3,9",0,C2,,,,,,,,,,,,,,,
masturber,"3,89","0,08",C1,,,,,,,,,,,,,,,
éblouir,"3,88","0,65",B2,,,,,,,,,,,,,,,
percuter,"3,87","0,01",B2,,,,,,,,,X,,,,,,
assembler,"3,86",0,B1,,,,,,,,,X,,,,,,
entraider,"3,86","0,06",B2,,,,,,,,,,,,,,,
frémir,"3,86","0,43",B1,,,,,,,,,,,,,,,
bénéficier,"3,85",0,B2,,,,,,,,,,,,,,,
congeler,"3,85","0,02",B1,,,,,,,,,,,,,,,
déraper,"3,85",0,B2,,,,,,,,,,,,,,,
fracasser,"3,85",0,B2,,,,,,,,,,,,,,,
moisir,"3,85","0,56",C2,,,,,,,,,,,,,,,
résigner,"3,84",0,C2,,,,,,,,,,,,,,,
sanctifier,"3,82",0,C2,,,,,,,,,,,,,,,
skier,"3,81","0,12",A2,,,,,,,,,,,,,,,X
amocher,"3,8",0,C1,,,,,,,,,,,,,,,
remédier,"3,8","0,01",B1,,,,,,,,,,,,,,,
incinérer,"3,79","0,13",B2,,,,,,,,,,,,,,,
rabaisser,"3,79",0,B2,,,,,,,,,,,,,,,
border,"3,78",0,C2,,,,,,,,,,,,,,,
mûrir,"3,77","1,32",B1,,,,,,,,,,,,,,,
obstiner,"3,77","0,03",C2,,,,,,,,,,,,,,,
rebeller,"3,77","0,02",B2,,,,,,,,,,,,,,,
conter,"3,76","0,01",C1,,,,,,,,,,,,,,,
déguerpir,"3,75","0,46",C1,,,,,,,,,,,,,,,
enrouler,"3,75",0,B2,,,,,,,,,,,,,,,
froisser,"3,74",0,B2,,,,,,,,,,,,,,,
masquer,"3,74","0,01",B2,,,,,,,,,,,,,,,
resserrer,"3,74",0,B2,,,,,,,,,,,X,,,,
faner,"3,73","0,02",B2,,,,,,,,,,,,,,,
hypnotiser,"3,73",0,B2,,,,,,,,,,,,,,,
émerger,"3,73","1,14",B2,,,,,,,,,,,,,,,
décapiter,"3,72","0,02",B2,,,,,,,,,,,X,,,,
redemander,"3,72",0,C1,,,,,,,,,,,,,,,
différer,"3,71","0,55",B2,,,,,,,,,,,,,,,
teindre,"3,71","0,14",C1,,,,,,,,,,,,,,,
dégrader,"3,69","0,21",B2,,,,,,,,,,,,,,,
recoucher,"3,69",0,B1,,,,,,,,,,,,,,,
traire,"3,69","0,27",B2,,,,,,,,,,,,,,,
comploter,"3,68",0,B2,,,,,,,,,,,,,,,
gicler,"3,68",0,C1,,,,,,,,,,,,,,,
trier,"3,68","0,02",A2,,,,,X,,X,,,,,,,,
chevaucher,"3,67","0,01",C1,,,,,,,,,,,,,,,
frimer,"3,67",0,B2,,,,,,,,,,,,,,,
dissuader,"3,66",0,B2,,,,,,,,,,,,,,,
persister,"3,66","0,02",B2,,,,,,,,,,,,,,,
alléger,"3,65","0,36",B2,,,,,,,,,,,,,,,
ravager,"3,65","0,34",B2,,,,,,,,,,,,,,,
clarifier,"3,64",0,C1,,,,,,,,,,,,,,,
amputer,"3,62","0,01",B1,,,,,,,,,,,,,,,
gracier,"3,62",0,B2,,,,,,,,,,,,,,,
nouer,"3,61","0,01",C1,,,,,,,,,,,,,,,
riposter,"3,61","0,01",C1,,,,,,,,,,,,,,,
superviser,"3,61","0,02",B1,,,,,,,,,,,,,,,
couver,"3,59","0,14",C1,,,,,,,,,,,,,,,
déballer,"3,59",0,B2,,,,,,,,,,,,,,,
initier,"3,59","0,06",B2,,,,,,,,,,,,,,,
déjouer,"3,58","0,01",B2,,,,,,,,,,,,,,,
submerger,"3,57","0,44",B2,,,,,,,,,,,,,,,
berner,"3,56","0,01",C1,,,,,,,,,,,,,,,
dépanner,"3,56","0,01",B1,,,,,,,,,,,X,,,,
rafler,"3,56","0,01",C2,,,,,,,,,,,,,,,
décliner,"3,55","0,12",B2,,,,,,,,,,,,,,,
bafouer,"3,54",0,C2,,,,,,,,,,,,,,,
dessécher,"3,54","0,85",B2,,,,,,,,,,,,,,,
stocker,"3,54","0,07",B1,,,,,,,,,,,,,,,
administrer,"3,53",0,B1,,,,,,X,,,,,,,,,
broder,"3,52","0,01",C2,,,,,,,,,,,,,,,
formuler,"3,52","0,01",A2,,,,,,,,,,,,,,,
grignoter,"3,52",0,A2,,,,,X,,,,,,,,,,
accroître,"3,51","0,01",B2,,,,,,,,,,,,,,,
fausser,"3,51",0,B2,,,,,,,,,,,,,,,
rejouer,"3,51",0,B2,,,,,,,,,,,,,,,
rétrécir,"3,51","1,06",B2,,,,,,,,,,,,,,,
retaper,"3,5",0,B2,,,,,,,,,,,,,,,
éternuer,"3,48",0,B1,,,,,,,,,,,,,,,
dégoter,"3,47",0,C2,,X,,,,,,,,,,,,,
river,"3,47","0,02",C2,,,,,,,,,X,,,,,,
amasser,"3,46","0,02",C1,,,,,,,,,,,,,,,
compatir,"3,46","0,04",C1,,,,,,,,,,,,,,,
consigner,"3,46","0,04",B2,,,,,,,,,,,,,,,
revaloir,"3,46","0,11",C2,,,,,,,,,,,,,,,
ratisser,"3,45",0,C2,,,,,,,,,,,,,,,
halluciner,"3,44","0,08",B2,,,,,,,,,,,,,,,
rebondir,"3,42","0,47",C1,,,,,,,,,,,,,,,
embellir,"3,4","0,34",B1,,,,,,,,,,,,,,,
défouler,"3,39","0,01",B2,,,,,,,,,,,,,,,
farcir,"3,39","0,89",B1,,,,,,,,,,,,,,,
implanter,"3,39","0,14",B1,,,,,,,,,,,,,,,
polluer,"3,38","0,12",B1,,,,,,,,,,,X,,,,
lamenter,"3,37",0,C1,,,,,,,,,,,,,,,
ébranler,"3,37","0,15",C2,,,,,,,,,,,,,,,
camer,"3,35","0,2",C2,,,,,,,,,,,,,,,
désapprouver,"3,35",0,C1,,,,,,,,,,,,,,,
piler,"3,34",0,C1,,,,,,,,,,,,,,,
trimballer,"3,34",0,B2,,,,,,,,,,,,,,,
contracter,"3,31","0,01",B1,,,,,,,,,,,,,,,
disjoncter,"3,31",0,B2,,,,,,,,,,,,,,,
incarner,"3,31",0,C2,,,,,,,,,,,,,,,
sonder,"3,31",0,B2,,,,,,,,,,,,,,,
décimer,"3,3","0,04",C1,,,,,,,,,,,,,,,
défigurer,"3,28","0,01",B2,,,,,,,,,,,,,,,
empester,"3,28",0,C1,,,,,,,,,,,,,,,
griffer,"3,28",0,B1,,,,,,,,,,,,,,,
sniffer,"3,28",0,B2,,,,,,,,,,,,,,,
étirer,"3,28",0,C1,,,,,,,,,,,,,,,
adoucir,"3,27","0,44",C1,,,,,,,,,,,,,,,
dispenser,"3,27",0,C1,,,,,,,,,,,,,,,
désinfecter,"3,27",0,B1,,,,,,,,,,,X,,X,,
repêcher,"3,27",0,C1,,,,,,,,,,,,,,,
ruer,"3,27","0,03",C2,,,,,,,,,,,,,,,
échauffer,"3,27","0,01",C2,,,,,,,,,,,,,,,X
éplucher,"3,27",0,A2,,,,,X,,,,,,,X,,,
favoriser,"3,26","0,01",B1,,,,,,,,,,,,,,,
châtier,"3,25",0,C2,,,,,,,,,,,,,,,
renfermer,"3,25","0,1",B2,,,,,,,,,,,,,,,
prostituer,"3,24",0,B2,,,,,,,,,,,,,,,
effleurer,"3,23","0,01",C1,,,,,,,,,,,,,,,
immobiliser,"3,23",0,B1,,,,,,,,,,,,,,,
saper,"3,23",0,C1,,,,,,,,,,,,,,,
sévir,"3,23","0,14",C1,,,,,,,,,,,,,,,
affliger,"3,21","0,74",C2,,,,,,,,,,,,,,,
braver,"3,2","0,22",C2,,,,,,,,,,,,,,,
souder,"3,2",0,C1,,,,,,,,,X,X,,,,,
torcher,"3,2",0,B2,,,,,,,,,,,,,,,
tricoter,"3,19",0,B1,,,,,,,,,,,,,,,
différencier,"3,17","0,01",B1,,,,,,,,,,,,,,,
sommer,"3,17",0,C2,,,,,,,,,,,,,,,
raffoler,"3,16","0,01",C1,,,,,,,,,,,,,,,
émigrer,"3,15","0,02",B2,,,,,,,,,,,,,,,
galoper,"3,14","0,14",C1,,,,,,,,,,,,,,,
profaner,"3,12","0,23",C2,,,,,,,,,,,,,,,
retravailler,"3,12","0,03",B2,,,,,,,,,,,,,,,
ruser,"3,12","0,03",C1,,,,,,,,,,,,,,,
entuber,"3,11","0,02",B1,,,,,,,,,,,,,,,
orner,"3,11",0,B2,,,,,,,,,,,,,,,
pulvériser,"3,11",0,C1,,,,,,,,,,,,,,,
démanger,"3,1","2,38",B1,,,,,,,,,,,,,,,
ensevelir,"3,1","0,75",C1,,,,,,,,,,,,,,,
grouper,"3,1",0,B1,,,,,,,,,,,,,,,
régir,"3,1","0,5",B2,,,,,,,,,,,,,,,
regrouper,"3,09",0,B2,,,,,,,,,,,,,,,
abolir,"3,08","1,1",C1,,,,,,,,,,,,,,,
étriper,"3,07",0,C2,,,,,,,,,,,,,,,
démentir,"3,06","0,37",C1,,,,,,,,,,,,,,,
enivrer,"3,06","0,02",C2,,,,,,,,,,,,,,,
fouler,"3,06","0,04",C2,,,,,,,,,,,,,,,
remballer,"3,06",0,B2,,,,,,,,,,,,,,,
tramer,"3,06","0,01",C2,,,,,,,,,,,,,,,
dédommager,"3,05","0,35",B2,,,,,,,,,,,,,,,
étreindre,"3,05","0,11",C1,,,,,,,,,,,,,,,
décoder,"3,04",0,B2,,,,,,,,,,,,,,,
dévier,"3,04",0,B2,,,,,,,,,,,,,,,
enrôler,"3,04",0,C2,,,,,,,,,,,,,,,
flancher,"3,04",0,C2,,,,,,,,,,,,,,,
référer,"3,02",1,C2,,,,,,,,,,,,,,,
grogner,"3,01","0,02",C1,,,,,,,,,,,,,,,
astiquer,3,0,C2,,,,,,,,,,,,,,,
épeler,3,0,A2,,,,,X,,,,,,,,,,
acharner,"2,99","0,01",C2,,,,,,,,,,,,,,,
conférer,"2,99","0,78",C2,,,X,,,,,,,,,,,,
longer,"2,98","0,55",B1,,,,,,,,,,,,,,,
puiser,"2,97","0,02",C2,,,,,,,,,,,,,,,
tisser,"2,97","0,06",C2,,,,,,,,,,,,,,,
attendrir,"2,96","0,14",C2,,,,,,,,,,,,,,,
déguster,"2,96",0,B1,,,,,,,,,,,,X,,,
biler,"2,95","0,01",C2,,,,,,,,,,,,,,,
dégénérer,"2,95","1,26",C1,,,,,,,,,,,,,,,
éprendre,"2,95",0,C2,,,,,,,,,,,,,,,
réintégrer,"2,94","0,32",B2,,,,,,,,,,,,,,,
traumatiser,"2,94","0,05",B2,,,,,,,,,,,,,,,
empocher,"2,92","0,14",C2,,,,,,,,,,,,,,,
insérer,"2,92","0,57",B1,,,,,,,,,,,,,,,
privilégier,"2,92","0,01",B1,,,,,,,,,,,,,,,
ranimer,"2,92","0,14",B1,,,,,,,,,,,,,,,
sculpter,"2,92","0,04",B1,,,,,,,,,,,,,,,
éclipser,"2,92","0,02",C2,,,,,,,,,,,,,,,
divaguer,"2,91",0,C1,,,,,,,,,,,,,,,
brailler,"2,9",0,C2,,X,,,,,,,,,,,,,
rôtir,"2,9","0,4",A2,,,,,,,,,,,,X,,,
scanner,"2,9","0,01",A2,,,,,X,,X,,,,,,,,
visser,"2,9",0,B1,,,,,,,,,,X,,,,,
revendiquer,"2,89","0,01",B2,,,,,,,,,,,,,,,
glander,"2,88","0,05",B2,,X,,,,,,,,,,,,,
décomposer,"2,87",0,B2,,,,,,,,,,,,,,,
exhiber,"2,87",0,C1,,,,,,,,,,,,,,,
répartir,"2,87","0,39",B2,,,,,,,,,,,X,,,,
siéger,"2,87","1,08",B2,,,,,,,,,,,,,,,
retentir,"2,86","0,48",C1,,,,,,,,,,,,,,,
assaillir,"2,84","0,19",B2,,,,,,,,,,,,,,,
chantonner,"2,84",0,B2,,,,,,,,,,,,,,,
courber,"2,84",0,B2,,,,,,,,,,,,,,,X
grincer,"2,84","1,37",B2,,,,,,,,,,,,,,,
marchander,"2,84",0,C2,,,,,,,,,,,,,,,
pirater,"2,84",0,B2,,,,,,,,,,,,,,,
recoller,"2,84",0,B2,,,,,,,,,,,,,,,
déconseiller,"2,83","0,14",B2,,,,,,,,,,,,,,,
embaumer,"2,83","0,01",C2,,,,,,,,,,,,,,,
escroquer,"2,83","0,13",B2,,,,,,,,,,,,,,,
générer,"2,83","0,93",C1,,,,,,,,,,,,,,,
transcender,"2,83","0,04",C2,,,,,,,,,,,,,,,
agripper,"2,81","0,12",C2,,,,,,,,,,,,,,,
fuguer,"2,81","0,01",C1,,,,,,,,,,,,,,,
perpétuer,"2,81","0,32",C2,,,,,,,,,,,,,,,
éventrer,"2,81",0,C2,,,,,,,,,,,,,,,
cligner,"2,8","0,02",C1,,,,,,,,,,,,,,,
désamorcer,"2,8","0,5",C2,,,,,,,,,,,,,,,
simplifier,"2,8",0,B1,,,,,,,,,,,,,,,
courtiser,"2,79",0,C2,,,,,,,,,,,,,,,X
décommander,"2,77",0,C2,,,,,,,,,,,,,,,
incruster,"2,77",0,C2,,,,,,,,,,,,,,,
railler,"2,77",0,C2,,,,,,,,,,,,,,,
sauvegarder,"2,77",0,B1,,,,,,,,,,,,,,,
tondre,"2,77","0,48",C1,,,,,,,,,,,,,,,
émaner,"2,77","0,06",C2,,,,,,,,,,,,,,,
chambouler,"2,76",0,B2,,,,,,,,,,,,,,,
épingler,"2,76",0,B2,,,,,,,,,,,,,,,
affairer,"2,75",0,C2,,,,,,,,,,,,,,,
déformer,"2,75",0,B2,,,,,,,,,,,,,,,
déporter,"2,75",0,B2,,,,,,,,,,,,,,,
interférer,"2,75","0,8",C2,,,,,,,,,,,,,,,
enclencher,"2,74",0,C1,,,,,,,,,,,,,,,
impatienter,"2,74",0,B2,,,,,,,,,,,,,,,
omettre,"2,73","0,13",B1,,,,,,,,,,,,,,,
redoubler,"2,73",0,B1,,,,,,,,,,,,,,,
vautrer,"2,73",0,C2,,,,,,,,,,,,,,,
zapper,"2,73","0,01",B2,,,,,,,,,,,,,,,
jaser,"2,72","0,01",B2,,,,,,,,,,,,,,,
réprimer,"2,72",0,C2,,,,,,,,,,,,,,,
attrister,"2,71","0,01",C1,,,,,,,,,,,,,,,
commenter,"2,7","0,04",B2,,,,,,,,,,,,,,,
varier,"2,69","0,01",C1,,,,,,,,,,,,,,,
voguer,"2,69","0,14",C2,,,,,,,,,,,,,,,
frustrer,"2,68",0,C1,,,,,,,,,,,,,,,
revêtir,"2,68","0,25",C2,,,,,,,,,X,,,,,,
adhérer,"2,67","0,73",B1,,,,,,,,,,,,,,,
attester,"2,67",0,B1,,,,,,X,,,,,,,,,
dorer,"2,67",0,C2,,,,,,,,,,,,,,,
embraser,"2,67","0,04",C2,,,,,,,,,,,,,,,
absoudre,"2,66",0,C2,,,,,,,,,,,,,,,
trotter,"2,66","0,14",C2,,,,,,,,,,,,,,,
aérer,"2,65","0,32",B1,,,,,,,,,,,,,,,
démener,"2,65",0,C2,,,,,,,,,,,,,,,
engraisser,"2,65","0,01",C1,,,,,,,,,,,,,,,
menotter,"2,65","0,31",B2,,,,,,,,,,,,,,,
récapituler,"2,65",0,C1,,,,,,,,,,,,,,,
symboliser,"2,65",0,B1,,,,,,,,,,,,,,,
réécrire,"2,64","0,04",B1,,,,,,,,,,,,,,,
aventurer,"2,63","0,14",C2,,,,,,,,,,,,,,,
entretuer,"2,63","0,01",C2,,,,,,,,,,,,,,,
instaurer,"2,63","0,26",B2,,,,,,,,,,,,,,,
relayer,"2,63","0,27",B2,,,,,,,,,,,,,,,
aiguiser,"2,62",0,C1,,,,,,,,,,,,,,,
altérer,"2,62","0,51",C2,,,,,,,,,,,,,,,
convier,"2,62","0,02",C2,,,,,,,,,,,,,,,
faiblir,"2,62","0,15",B2,,,,,,,,,,,,,,,
mutiler,"2,62","0,01",B2,,,,,,,,,,,,,,,
terrer,"2,62","0,9",C2,,,,,,,,,,,,,,,
